EDAD_VICTIMA,FECHA,FECHA_AA,FECHA_DD,FECHA_DECESO,FECHA_MM,ID,ROL_VICTIMA,SEXO_VICTIMA,VH_VICTIMA
SD,5/3/2020,2020,5,5/3/2020,3,2020-0017,PEATON,MASCULINO,PEATON
31,9/3/2020,2020,9,9/3/2020,3,2020-0018,CONDUCTOR,MASCULINO,MOTO
80,10/3/2020,2020,10,10/3/2020,3,2020-0019,PEATON,FEMENINO,PEATON
74,13/3/2020,2020,13,17/3/2020,3,2020-0020,PEATON,FEMENINO,PEATON
87,14/3/2020,2020,14,14/3/2020,3,2020-0021,PEATON,FEMENINO,PEATON
44,7/4/2020,2020,7,7/4/2020,4,2020-0022,PASAJERO_ACOMPAÑANTE,MASCULINO,AUTO
44,9/4/2020,2020,9,3/5/2020,4,2020-0023,CONDUCTOR,MASCULINO,AUTO
53,24/4/2020,2020,24,24/4/2020,4,2020-0024,CONDUCTOR,MASCULINO,AUTO
SD,12/5/2020,2020,12,12/5/2020,5,2020-0025,PEATON,MASCULINO,PEATON
28,17/5/2020,2020,17,17/5/2020,5,2020-0026,CONDUCTOR,MASCULINO,MOTO
76,18/5/2020,2020,18,18/5/2020,5,2020-0027,PEATON,MASCULINO,PEATON
91,19/5/2020,2020,19,23/5/2020,5,2020-0028,PEATON,MASCULINO,PEATON
80,10/6/2020,2020,10,12/6/2020,6,2020-0029,PEATON,MASCULINO,PEATON
40,16/6/2020,2020,16,16/6/2020,6,2020-0030,CONDUCTOR,MASCULINO,MOTO
29,30/6/2020,2020,30,30/6/2020,6,2020-0031,CONDUCTOR,MASCULINO,MOTO
21,10/7/2020,2020,10,10/7/2020,7,2020-0032,CONDUCTOR,MASCULINO,MOTO
32,19/7/2020,2020,19,19/7/2020,7,2020-0033,CONDUCTOR,MASCULINO,AUTO
SD,2/8/2020,2020,2,2/8/2020,8,2020-0034,PEATON,FEMENINO,PEATON
40,4/8/2020,2020,4,4/8/2020,8,2020-0035,CONDUCTOR,MASCULINO,MOTO
72,7/8/2020,2020,7,22/8/2020,8,2020-0036,PEATON,MASCULINO,PEATON
38,29/8/2020,2020,29,29/8/2020,8,2020-0037,PEATON,MASCULINO,PEATON
46,30/8/2020,2020,30,30/8/2020,8,2020-0038,CONDUCTOR,MASCULINO,AUTO
64,30/8/2020,2020,30,30/8/2020,8,2020-0038,CONDUCTOR,MASCULINO,AUTO
44,1/9/2020,2020,1,1/9/2020,9,2020-0039,PEATON,MASCULINO,PEATON
SD,12/9/2020,2020,12,12/9/2020,9,2020-0040,CONDUCTOR,MASCULINO,AUTO
34,28/9/2020,2020,28,28/9/2020,9,2020-0041,CONDUCTOR,MASCULINO,MOTO
53,29/9/2020,2020,29,29/9/2020,9,2020-0042,PEATON,FEMENINO,PEATON
64,30/9/2020,2020,30,30/9/2020,9,2020-0043,PEATON,MASCULINO,PEATON
43,5/10/2020,2020,5,5/10/2020,10,2020-0044,CONDUCTOR,MASCULINO,AUTO
50,19/10/2020,2020,19,19/10/2020,10,2020-0045,CONDUCTOR,MASCULINO,AUTO
41,27/10/2020,2020,27,27/10/2020,10,2020-0046,CONDUCTOR,MASCULINO,MOTO
15,27/10/2020,2020,27,27/10/2020,10,2020-0047,PEATON,MASCULINO,PEATON
41,29/10/2020,2020,29,29/10/2020,10,2020-0048,CONDUCTOR,MASCULINO,MOTO
36,30/10/2020,2020,30,30/10/2020,10,2020-0049,PEATON,MASCULINO,PEATON
28,1/11/2020,2020,1,1/11/2020,11,2020-0050,PEATON,FEMENINO,PEATON
49,5/11/2020,2020,5,5/11/2020,11,2020-0051,CONDUCTOR,MASCULINO,MOTO
44,7/11/2020,2020,7,7/11/2020,11,2020-0052,CICLISTA,MASCULINO,BICICLETA
27,9/11/2020,2020,9,9/11/2020,11,2020-0053,PASAJERO_ACOMPAÑANTE,MASCULINO,AUTO
59,19/11/2020,2020,19,23/11/2020,11,2020-0054,CICLISTA,MASCULINO,BICICLETA
91,19/11/2020,2020,19,11/12/2020,11,2020-0055,PEATON,MASCULINO,PEATON
34,21/11/2020,2020,21,21/11/2020,11,2020-0056,CONDUCTOR,FEMENINO,MOTO
84,23/11/2020,2020,23,23/11/2020,11,2020-0057,PEATON,MASCULINO,PEATON
57,24/11/2020,2020,24,25/11/2020,11,2020-0058,PEATON,MASCULINO,PEATON
49,1/12/2020,2020,1,14/12/2020,12,2020-0059,PEATON,FEMENINO,PEATON
69,3/12/2020,2020,3,3/12/2020,12,2020-0060,PEATON,FEMENINO,PEATON
45,3/12/2020,2020,3,4/12/2020,12,2020-0061,CONDUCTOR,MASCULINO,MOTO
47,4/12/2020,2020,4,4/12/2020,12,2020-0062,CICLISTA,MASCULINO,BICICLETA
21,5/12/2020,2020,5,5/12/2020,12,2020-0063,PASAJERO_ACOMPAÑANTE,MASCULINO,MOTO
38,5/12/2020,2020,5,5/12/2020,12,2020-0063,PEATON,MASCULINO,PEATON
24,5/12/2020,2020,5,6/12/2020,12,2020-0065,CONDUCTOR,MASCULINO,MOTO
27,7/12/2020,2020,7,7/12/2020,12,2020-0066,CONDUCTOR,MASCULINO,MOTO
51,11/12/2020,2020,11,11/12/2020,12,2020-0067,PEATON,MASCULINO,PEATON
71,12/12/2020,2020,12,20/12/2020,12,2020-0068,CONDUCTOR,MASCULINO,MOTO
25,15/12/2020,2020,15,15/12/2020,12,2020-0069,PASAJERO_ACOMPAÑANTE,MASCULINO,MOTO
81,17/12/2020,2020,17,22/12/2020,12,2020-0070,PEATON,FEMENINO,PEATON
4,17/12/2020,2020,17,17/12/2020,12,2020-0071,PEATON,MASCULINO,PEATON
42,19/12/2020,2020,19,19/12/2020,12,2020-0072,CICLISTA,MASCULINO,BICICLETA
56,20/12/2020,2020,20,20/12/2020,12,2020-0073,CONDUCTOR,MASCULINO,MOTO
39,20/12/2020,2020,20,20/12/2020,12,2020-0074,CONDUCTOR,MASCULINO,AUTO
23,23/12/2020,2020,23,23/12/2020,12,2020-0075,PEATON,MASCULINO,PEATON
78,24/12/2020,2020,24,17/1/2021,12,2020-0076,CONDUCTOR,FEMENINO,AUTO
24,25/12/2020,2020,25,25/12/2020,12,2020-0077,PASAJERO_ACOMPAÑANTE,FEMENINO,MOTO
30,25/12/2020,2020,25,25/12/2020,12,2020-0077,CONDUCTOR,FEMENINO,MOTO
26,25/12/2020,2020,25,25/12/2020,12,2020-0078,CICLISTA,MASCULINO,BICICLETA
28,27/12/2020,2020,27,27/12/2020,12,2020-0079,CONDUCTOR,MASCULINO,MOTO
36,6/1/2021,2021,6,6/1/2021,1,2021-0001,CONDUCTOR,MASCULINO,MOTO
47,7/1/2021,2021,7,7/1/2021,1,2021-0002,CONDUCTOR,FEMENINO,MOTO
27,10/1/2021,2021,10,10/1/2021,1,2021-0003,CONDUCTOR,MASCULINO,MOTO
61,11/1/2021,2021,11,11/1/2021,1,2021-0004,PEATON,FEMENINO,PEATON
73,11/1/2021,2021,11,14/1/2021,1,2021-0005,PEATON,MASCULINO,PEATON
23,12/1/2021,2021,12,12/1/2021,1,2021-0006,PASAJERO_ACOMPAÑANTE,FEMENINO,MOTO
84,18/1/2021,2021,18,26/1/2021,1,2021-0007,CONDUCTOR,MASCULINO,MOTO
28,22/1/2021,2021,22,22/1/2021,1,2021-0008,PEATON,MASCULINO,PEATON
31,23/1/2021,2021,23,23/1/2021,1,2021-0009,CONDUCTOR,MASCULINO,MOTO
28,23/1/2021,2021,23,23/1/2021,1,2021-0010,CONDUCTOR,MASCULINO,MOTO
21,27/1/2021,2021,27,27/1/2021,1,2021-0011,PEATON,MASCULINO,PEATON
SD,29/1/2021,2021,29,29/1/2021,1,2021-0012,PEATON,MASCULINO,PEATON
41,31/1/2021,2021,31,31/1/2021,1,2021-0013,CONDUCTOR,MASCULINO,MOTO
28,2/2/2021,2021,2,18/2/2021,2,2021-0014,PEATON,MASCULINO,PEATON
26,6/2/2021,2021,6,6/2/2021,2,2021-0015,CONDUCTOR,MASCULINO,MOTO
22,14/2/2021,2021,14,14/2/2021,2,2021-0016,CONDUCTOR,MASCULINO,AUTO
33,17/2/2021,2021,17,17/2/2021,2,2021-0017,CONDUCTOR,MASCULINO,MOTO
36,20/2/2021,2021,20,8/3/2021,2,2021-0018,PEATON,MASCULINO,PEATON
30,21/2/2021,2021,21,21/2/2021,2,2021-0019,CONDUCTOR,MASCULINO,MOTO
SD,21/2/2021,2021,21,21/2/2021,2,2021-0020,PEATON,FEMENINO,PEATON
39,26/2/2021,2021,26,4/3/2021,2,2021-0021,CONDUCTOR,MASCULINO,MOTO
68,28/2/2021,2021,28,6/3/2021,2,2021-0022,PASAJERO_ACOMPAÑANTE,MASCULINO,PASAJEROS
24,1/3/2021,2021,1,1/3/2021,3,2021-0023,CONDUCTOR,MASCULINO,MOTO
5,3/3/2021,2021,3,3/3/2021,3,2021-0024,CICLISTA,MASCULINO,BICICLETA
37,11/3/2021,2021,11,11/3/2021,3,2021-0025,CONDUCTOR,MASCULINO,MOTO
36,15/3/2021,2021,15,15/3/2021,3,2021-0026,CONDUCTOR,MASCULINO,MOTO
19,16/3/2021,2021,16,16/3/2021,3,2021-0027,CONDUCTOR,FEMENINO,MOTO
SD,29/3/2021,2021,29,29/3/2021,3,2021-0028,PEATON,MASCULINO,PEATON
26,31/3/2021,2021,31,2/4/2021,3,2021-0029,CONDUCTOR,MASCULINO,AUTO
36,3/4/2021,2021,3,7/4/2021,4,2021-0030,PEATON,MASCULINO,PEATON
68,7/4/2021,2021,7,11/4/2021,4,2021-0031,PEATON,FEMENINO,PEATON
60,10/4/2021,2021,10,29/4/2021,4,2021-0032,PEATON,MASCULINO,PEATON
33,14/4/2021,2021,14,14/4/2021,4,2021-0033,CONDUCTOR,MASCULINO,AUTO
26,19/4/2021,2021,19,19/4/2021,4,2021-0034,PASAJERO_ACOMPAÑANTE,FEMENINO,MOTO
24,3/5/2021,2021,3,3/5/2021,5,2021-0035,CONDUCTOR,MASCULINO,MOTO
36,9/5/2021,2021,9,9/5/2021,5,2021-0036,CONDUCTOR,MASCULINO,MOTO
58,11/5/2021,2021,11,11/5/2021,5,2021-0037,PEATON,FEMENINO,PEATON
44,14/5/2021,2021,14,14/5/2021,5,2021-0038,CONDUCTOR,FEMENINO,MOTO
86,15/5/2021,2021,15,5/6/2021,5,2021-0039,CICLISTA,MASCULINO,BICICLETA
27,20/5/2021,2021,20,20/5/2021,5,2021-0040,CONDUCTOR,MASCULINO,MOTO
75,20/5/2021,2021,20,20/5/2021,5,2021-0041,PEATON,MASCULINO,PEATON
39,21/5/2021,2021,21,21/5/2021,5,2021-0042,PEATON,MASCULINO,PEATON
50,22/5/2021,2021,22,22/5/2021,5,2021-0043,PEATON,MASCULINO,PEATON
21,25/5/2021,2021,25,25/5/2021,5,2021-0044,PASAJERO_ACOMPAÑANTE,MASCULINO,MOTO
22,26/5/2021,2021,26,26/5/2021,5,2021-0045,CONDUCTOR,MASCULINO,MOTO
20,31/5/2021,2021,31,31/5/2021,5,2021-0046,PASAJERO_ACOMPAÑANTE,MASCULINO,AUTO
59,2/6/2021,2021,2,2/6/2021,6,2021-0047,CONDUCTOR,MASCULINO,MOTO
44,3/6/2021,2021,3,23/6/2021,6,2021-0048,CICLISTA,MASCULINO,BICICLETA
74,3/6/2021,2021,3,3/6/2021,6,2021-0049,CONDUCTOR,MASCULINO,AUTO
56,10/6/2021,2021,10,10/6/2021,6,2021-0050,CONDUCTOR,MASCULINO,MOTO
73,15/6/2021,2021,15,16/6/2021,6,2021-0051,PEATON,MASCULINO,PEATON
19,20/6/2021,2021,20,20/6/2021,6,2021-0052,PASAJERO_ACOMPAÑANTE,FEMENINO,MOTO
58,20/6/2021,2021,20,30/6/2021,6,2021-0053,PEATON,MASCULINO,PEATON
41,22/6/2021,2021,22,22/6/2021,6,2021-0054,CONDUCTOR,MASCULINO,MOTO
47,29/6/2021,2021,29,29/6/2021,6,2021-0055,PASAJERO_ACOMPAÑANTE,MASCULINO,MOTO
60,9/7/2021,2021,9,9/7/2021,7,2021-0056,CICLISTA,MASCULINO,BICICLETA
46,10/7/2021,2021,10,10/7/2021,7,2021-0057,CONDUCTOR,MASCULINO,AUTO
24,21/7/2021,2021,21,21/7/2021,7,2021-0058,PEATON,MASCULINO,PEATON
44,22/7/2021,2021,22,22/7/2021,7,2021-0059,PASAJERO_ACOMPAÑANTE,FEMENINO,AUTO
80,22/7/2021,2021,22,22/7/2021,7,2021-0060,PEATON,FEMENINO,PEATON
55,24/7/2021,2021,24,24/7/2021,7,2021-0061,PEATON,FEMENINO,PEATON
73,27/7/2021,2021,27,27/7/2021,7,2021-0062,CONDUCTOR,MASCULINO,AUTO
31,2/8/2021,2021,2,2/8/2021,8,2021-0063,PASAJERO_ACOMPAÑANTE,FEMENINO,AUTO
37,2/8/2021,2021,2,3/8/2021,8,2021-0064,PEATON,MASCULINO,PEATON
63,6/8/2021,2021,6,10/8/2021,8,2021-0065,PEATON,FEMENINO,PEATON
59,6/8/2021,2021,6,9/8/2021,8,2021-0066,PEATON,MASCULINO,PEATON
27,8/8/2021,2021,8,8/8/2021,8,2021-0067,CONDUCTOR,MASCULINO,MOTO
39,15/8/2021,2021,15,15/8/2021,8,2021-0068,CONDUCTOR,MASCULINO,MOTO
17,20/8/2021,2021,20,21/8/2021,8,2021-0069,PEATON,MASCULINO,PEATON
31,28/8/2021,2021,28,28/8/2021,8,2021-0070,CONDUCTOR,MASCULINO,MOTO
88,31/8/2021,2021,31,1/9/2021,8,2021-0071,PEATON,MASCULINO,PEATON
57,1/9/2021,2021,1,1/9/2021,9,2021-0072,PEATON,FEMENINO,PEATON
76,18/9/2021,2021,18,18/9/2021,9,2021-0073,CICLISTA,FEMENINO,BICICLETA
55,20/9/2021,2021,20,20/9/2021,9,2021-0074,CONDUCTOR,MASCULINO,MOTO
65,21/9/2021,2021,21,21/9/2021,9,2021-0075,PEATON,MASCULINO,PEATON
31,16/10/2021,2021,16,16/10/2021,10,2021-0076,CONDUCTOR,MASCULINO,MOTO
31,18/10/2021,2021,18,18/10/2021,10,2021-0077,CONDUCTOR,FEMENINO,MOTO
22,23/10/2021,2021,23,23/10/2021,10,2021-0078,CONDUCTOR,MASCULINO,MOTO
SD,25/10/2021,2021,25,25/10/2021,10,2021-0079,PEATON,MASCULINO,PEATON
32,28/10/2021,2021,28,28/10/2021,10,2021-0080,CONDUCTOR,MASCULINO,MOTO
26,2/11/2021,2021,2,2/11/2021,11,2021-0081,CONDUCTOR,MASCULINO,MOTO
38,6/11/2021,2021,6,6/11/2021,11,2021-0082,CONDUCTOR,MASCULINO,MOTO
30,9/11/2021,2021,9,9/11/2021,11,2021-0083,CONDUCTOR,MASCULINO,MOTO
32,11/11/2021,2021,11,11/11/2021,11,2021-0084,CONDUCTOR,MASCULINO,AUTO
49,20/11/2021,2021,20,20/11/2021,11,2021-0085,CONDUCTOR,MASCULINO,MOTO
75,25/11/2021,2021,25,25/11/2021,11,2021-0086,PEATON,MASCULINO,PEATON
73,27/11/2021,2021,27,27/11/2021,11,2021-0087,PEATON,FEMENINO,PEATON
45,1/12/2021,2021,1,7/12/2021,12,2021-0088,CONDUCTOR,MASCULINO,MOTO
41,2/12/2021,2021,2,11/12/2021,12,2021-0089,CONDUCTOR,MASCULINO,MOTO
73,10/12/2021,2021,10,3/1/2022,12,2021-0090,PEATON,MASCULINO,PEATON
24,11/12/2021,2021,11,11/12/2021,12,2021-0091,CONDUCTOR,MASCULINO,MOTO
50,12/12/2021,2021,12,12/12/2021,12,2021-0092,PEATON,FEMENINO,PEATON
18,13/12/2021,2021,13,18/12/2021,12,2021-0093,PASAJERO_ACOMPAÑANTE,FEMENINO,MOTO
43,20/12/2021,2021,20,20/12/2021,12,2021-0094,PASAJERO_ACOMPAÑANTE,FEMENINO,MOTO
27,30/12/2021,2021,30,2/1/2022,12,2021-0095,CONDUCTOR,MASCULINO,MOTO
60,15/12/2021,2021,15,20/12/2021,12,2021-0096,CONDUCTOR,MASCULINO,AUTO
53,18/11/2021,2021,18,19/11/2021,11,2021-0097,CICLISTA,MASCULINO,BICICLETA
