EDAD_VICTIMA,FECHA_x,FECHA_AA,FECHA_DD,FECHA_DECESO,FECHA_MM,ID,ROL_VICTIMA,SEXO_VICTIMA,VH_VICTIMA,AAAA,Altura,Calle,COMUNA,Cruce,DD,Dirección Normalizada,FECHA_y,HH,HORA,LUGAR_HECHO,MM,N_VICTIMAS,PARTICIPANTES,POSX,POSY,TIPO_CALLE,VH_ACUSADO,VICTIMA,XY (CABA)
49,30/1/2020,2020,30,30/1/2020,1,2020-0008,CONDUCTOR,MASCULINO,MOTO,2020,,CORDOBA AV.,2,"JAURES, JEAN",30,"CORDOBA AV. Y JAURES, JEAN",30/1/2020,7,07:10,CORDOBA AV. Y JEAN JAURES,1,1,MOTO-CARGAS,-58.40662899,-34.59804521,AVENIDA,CARGAS,MOTO,POINT (105198.52795163 103462.44828321)
48,4/2/2020,2020,4,5/2/2020,2,2020-0009,PEATON,MASCULINO,PEATON,2020,,"PERON, JUAN DOMINGO, TTE. GENERAL",5,"SALGUERO, JERONIMO",4,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",4/2/2020,14,14:50,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",2,1,PEATON-AUTO,-58.41985649,-34.60600850,CALLE,AUTO,PEATON,POINT (103984.76403716 102579.64869142)
SD,8/2/2020,2020,8,8/2/2020,2,2020-0010,CONDUCTOR,MASCULINO,MOTO,2020,,9 DE JULIO AV.,1,SAN JUAN AV.,8,9 DE JULIO AV. Y SAN JUAN AV.,8/2/2020,5,05:45,9 DE JULIO AV. Y SAN JUAN AV.,2,1,MOTO-OBJETO FIJO,-58.38099833,-34.62214953,AVENIDA,OBJETO FIJO,MOTO,POINT (107547.52290950 100786.86705692)
31,12/2/2020,2020,12,12/2/2020,2,2020-0011,CONDUCTOR,MASCULINO,MOTO,2020,466.0,COLOMBRES,5,,12,COLOMBRES 466,12/2/2020,11,11:29,COLOMBRES 466,2,1,MOTO-CARGAS,-58.41803309,-34.61823178,CALLE,CARGAS,MOTO,POINT (104151.41161599 101223.60584703)
66,18/2/2020,2020,18,18/2/2020,2,2020-0012,PEATON,FEMENINO,PEATON,2020,2860.0,MEXICO,3,,18,MEXICO 2860,18/2/2020,21,21:00,MEXICO 2860,2,1,PEATON-MOTO,-58.40604003,-34.61783553,CALLE,MOTO,PEATON,POINT (105251.32172099 101267.01010190)
58,20/2/2020,2020,20,3/3/2020,2,2020-0013,PEATON,FEMENINO,PEATON,2020,,COMBATIENTES DE MALVINAS AV.,15,TRIUNVIRATO AV.,20,COMBATIENTES DE MALVINAS AV. Y TRIUNVIRATO AV.,20/2/2020,12,12:00,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,2,1,PEATON-MOTO,-58.47549929,-34.57994061,AVENIDA,MOTO,PEATON,POINT (98880.64164625 105472.20084776)
SD,27/2/2020,2020,27,27/2/2020,2,2020-0014,CONDUCTOR,MASCULINO,MOTO,2020,,BERMUDEZ,11,NOGOYA,27,BERMUDEZ Y NOGOYA,27/2/2020,2,02:14,BERMUDEZ Y NOGOYA,2,1,MOTO-PASAJEROS,-58.51398484,-34.61600366,CALLE,PASAJEROS,MOTO,POINT (95351.54075716 101470.48982187)
29,28/2/2020,2020,28,28/2/2020,2,2020-0015,CONDUCTOR,MASCULINO,MOTO,2020,,BRASIL AV.,1,PASEO COLON AV.,28,BRASIL AV. Y PASEO COLON AV.,28/2/2020,14,14:30,BRASIL AV. Y PASEO COLON AV.,2,1,MOTO-PASAJEROS,-58.36797542,-34.62519403,AVENIDA,PASAJEROS,MOTO,POINT (108741.48238670 100448.08502809)
68,29/2/2020,2020,29,9/3/2020,2,2020-0016,PEATON,MASCULINO,PEATON,2020,770.0,"ALEM, LEANDRO N. AV.",1,,29,"ALEM, LEANDRO N. AV. 770",29/2/2020,13,13:00,"ALEM,LEANDRO N. AV. 770",2,1,PEATON-PASAJEROS,-58.37133616,-34.59879316,AVENIDA,PASAJEROS,PEATON,POINT (108435.94625268 103377.11105009)
SD,5/3/2020,2020,5,5/3/2020,3,2020-0017,PEATON,MASCULINO,PEATON,2020,,BELGRANO AV.,3,RINCON,5,BELGRANO AV. Y RINCON,5/3/2020,23,23:00,BELGRANO AV. Y RINCON,3,1,PEATON-AUTO,-58.39613805,-34.61413568,AVENIDA,AUTO,PEATON,POINT (106159.7089575 101676.89316862)
31,9/3/2020,2020,9,9/3/2020,3,2020-0018,CONDUCTOR,MASCULINO,MOTO,2020,901.0,"UDAONDO, GUILLERMO AV.",13,,9,"UDAONDO, GUILLERMO AV. 901",9/3/2020,14,14:00,"UDAONDO, GUILLERMO AV. 901",3,1,MOTO-OBJETO FIJO,-58.44903073,-34.54200276,AVENIDA,OBJETO FIJO,MOTO,POINT (101309.75947342 109680.73260642)
80,10/3/2020,2020,10,10/3/2020,3,2020-0019,PEATON,FEMENINO,PEATON,2020,,CONSTITUCION,5,CASTRO,10,CONSTITUCION Y CASTRO,10/3/2020,21,21:00,CONSTITUCION Y CASTRO,3,1,PEATON-AUTO,-58.41972364,-34.62846670,CALLE,AUTO,PEATON,POINT (103995.88773205 100088.27591278)
74,13/3/2020,2020,13,17/3/2020,3,2020-0020,PEATON,FEMENINO,PEATON,2020,,PUEYRREDON AV.,3,"GOMEZ, VALENTIN",13,"PUEYRREDON AV. Y GOMEZ, VALENTIN",13/3/2020,17,17:30,"PUEYRREDON AV. Y GOMEZ, VALENTIN",3,1,PEATON-MOTO,-58.40571596,-34.60557123,AVENIDA,MOTO,PEATON,POINT (105281.81064188 102627.51469425)
87,14/3/2020,2020,14,14/3/2020,3,2020-0021,PEATON,FEMENINO,PEATON,2020,1279.0,"BRAVO, MARIO",2,,14,"BRAVO, MARIO 1279",14/3/2020,16,16:50,"BRAVO, MARIO 1279",3,1,PEATON-AUTO,-58.41451590,-34.59488319,CALLE,AUTO,PEATON,POINT (104475.21054309 103813.59469342)
44,7/4/2020,2020,7,7/4/2020,4,2020-0022,PASAJERO_ACOMPAÑANTE,MASCULINO,AUTO,2020,,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,9,ESCALADA AV.,7,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. Y ESCALADA AV.,7/4/2020,6,06:15,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",4,1,AUTO-CARGAS,-58.47297505,-34.66245085,AUTOPISTA,CARGAS,AUTO,POINT (99113.17852207 96319.06728520)
44,9/4/2020,2020,9,3/5/2020,4,2020-0023,CONDUCTOR,MASCULINO,AUTO,2020,,"ARAOZ DE LAMADRID, GREGORIO, GRAL.",4,"BROWN, ALTE. AV.",9,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",9/4/2020,18,18:42,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",4,1,AUTO-CARGAS,-58.35791192,-34.63695178,AVENIDA,CARGAS,AUTO,POINT (109662.97469484 99142.83907419)
53,24/4/2020,2020,24,24/4/2020,4,2020-0024,CONDUCTOR,MASCULINO,AUTO,2020,1339.0,MURGUIONDO,9,,24,MURGUIONDO 1339,24/4/2020,7,07:58,MURGUIONDO 1339,4,1,AUTO-AUTO,-58.50801713,-34.65177305,CALLE,AUTO,AUTO,POINT (95900.63845367 97502.71514770)
SD,12/5/2020,2020,12,12/5/2020,5,2020-0025,PEATON,MASCULINO,PEATON,2020,2551.0,RIVADAVIA AV.,3,,12,RIVADAVIA AV. 2551,12/5/2020,5,05:35,RIVADAVIA AV. 2551,5,1,PEATON-AUTO,-58.40258477,-34.60975108,AVENIDA,AUTO,PEATON,POINT (105568.73999229 102163.66359236)
28,17/5/2020,2020,17,17/5/2020,5,2020-0026,CONDUCTOR,MASCULINO,MOTO,2020,,"LUGONES, LEOPOLDO AV.",14,,17,,17/5/2020,6,06:40,"LUGONES, LEOPOLDO AV. KM 6,1",5,1,MOTO-OBJETO FIJO,.,.,AUTOPISTA,OBJETO FIJO,MOTO,POINT (. .)
76,18/5/2020,2020,18,18/5/2020,5,2020-0027,PEATON,MASCULINO,PEATON,2020,,"DELLEPIANE, LUIS, TTE. GRAL.",8,MONTIEL,18,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",18/5/2020,8,08:00,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",5,1,PEATON-CARGAS,-58.48267426,-34.68454456,AVENIDA,CARGAS,PEATON,POINT (98224.62123059 93867.97738800)
91,19/5/2020,2020,19,23/5/2020,5,2020-0028,PEATON,MASCULINO,PEATON,2020,,"SCALABRINI ORTIZ, RAUL AV.",15,WARNES AV.,19,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",19/5/2020,10,10:00,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",5,1,PEATON-PASAJEROS,-58.44248936,-34.60221948,AVENIDA,PASAJEROS,PEATON,POINT (101908.88028543 103000.62674037)
80,10/6/2020,2020,10,12/6/2020,6,2020-0029,PEATON,MASCULINO,PEATON,2020,,"PAZ, GRAL. AV.",9,"ROFFO, ANGEL H., DR.",10,"PAZ, GRAL. AV. Y ROFFO, ANGEL H., DR.",10/6/2020,14,14:00,"PAZ, GRAL. AV. Y ROFFO, ANGEL H., DR.",6,1,PEATON-PASAJEROS,-58.52909134,-34.63886726,GRAL PAZ,PASAJEROS,PEATON,POINT (93967.75484753 98933.33634522)
40,16/6/2020,2020,16,16/6/2020,6,2020-0030,CONDUCTOR,MASCULINO,MOTO,2020,1550.0,SAN MARTIN AV.,6,,16,SAN MARTIN AV. 1550,16/6/2020,15,15:00,SAN MARTIN AV. 1550,6,1,MULTIPLE,-58.45158942,-34.60646580,AVENIDA,MULTIPLE,MOTO,POINT (101074.10089886 102529.69706887)
29,30/6/2020,2020,30,30/6/2020,6,2020-0031,CONDUCTOR,MASCULINO,MOTO,2020,,"GARZON, EUGENIO, GRAL. AV.",9,LARRAYA,30,"GARZON, EUGENIO, GRAL. AV. Y LARRAYA",30/6/2020,8,08:00,"GARZON, EUGENIO, GRAL. AV. Y LARRAYA",6,1,MOTO-CARGAS,-58.49344309,-34.65788529,AVENIDA,CARGAS,MOTO,POINT (97236.89442427 96825.16279174)
21,10/7/2020,2020,10,10/7/2020,7,2020-0032,CONDUCTOR,MASCULINO,MOTO,2020,,CORRIENTES AV.,15,SERRANO,10,CORRIENTES AV. Y SERRANO,10/7/2020,23,23:00,CORRIENTES AV. Y SERRANO,7,1,MOTO-AUTO,-58.44259166,-34.59635137,AVENIDA,AUTO,MOTO,POINT (101899.62680853 103651.59621952)
32,19/7/2020,2020,19,19/7/2020,7,2020-0033,CONDUCTOR,MASCULINO,AUTO,2020,,"PAZ, GRAL. AV.",13,DEL LIBERTADOR AV.,19,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",19/7/2020,6,06:25,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",7,1,AUTO-OBJETO FIJO,-58.46743471,-34.53476874,GRAL PAZ,OBJETO FIJO,AUTO,POINT (99620.34936816 110483.29286598)
SD,2/8/2020,2020,2,2/8/2020,8,2020-0034,PEATON,FEMENINO,PEATON,2020,,"MITRE, BARTOLOME",3,"ANCHORENA, TOMAS MANUEL DE, DR.",2,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",2/8/2020,3,03:20,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",8,1,PEATON-AUTO,-58.41178158,-34.60922259,CALLE,AUTO,PEATON,POINT (104725.24275395 102222.75498861)
40,4/8/2020,2020,4,4/8/2020,8,2020-0035,CONDUCTOR,MASCULINO,MOTO,2020,,AUTOPISTA 25 DE MAYO,7,,4,AUTOPISTA 25 DE MAYO Y PUMACAHUA,4/8/2020,5,05:30,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",8,1,MOTO-PASAJEROS,-58.45068621,-34.63638927,AUTOPISTA,PASAJEROS,MOTO,POINT (101156.55025059 99210.16912341)
72,7/8/2020,2020,7,22/8/2020,8,2020-0036,PEATON,MASCULINO,PEATON,2020,,"SCALABRINI ORTIZ, RAUL AV.",14,PARAGUAY,7,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",7/8/2020,18,18:40,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",8,1,PEATON-MOTO,-58.42016954,-34.58778790,AVENIDA,MOTO,PEATON,POINT (103956.90165674 104600.93056775)
38,29/8/2020,2020,29,29/8/2020,8,2020-0037,PEATON,MASCULINO,PEATON,2020,,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,VARELA AV.,29,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",29/8/2020,4,04:30,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",8,1,PEATON-AUTO,-58.43850413,-34.65554754,AVENIDA,AUTO,PEATON,POINT (102273.01728657 97084.66236498)
46,30/8/2020,2020,30,30/8/2020,8,2020-0038,CONDUCTOR,MASCULINO,AUTO,2020,,LAS HERAS GENERAL AV.,14,"DIAZ, CNEL. AV.",30,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",30/8/2020,4,04:00,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",8,2,AUTO-AUTO,-58.40617526,-34.58345898,AVENIDA,AUTO,AUTO,POINT (105241.05562982 105080.52102657)
64,30/8/2020,2020,30,30/8/2020,8,2020-0038,CONDUCTOR,MASCULINO,AUTO,2020,,LAS HERAS GENERAL AV.,14,"DIAZ, CNEL. AV.",30,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",30/8/2020,4,04:00,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",8,2,AUTO-AUTO,-58.40617526,-34.58345898,AVENIDA,AUTO,AUTO,POINT (105241.05562982 105080.52102657)
44,1/9/2020,2020,1,1/9/2020,9,2020-0039,PEATON,MASCULINO,PEATON,2020,,MURGUIONDO,9,,1,MURGUIONDO,1/9/2020,19,19:17,MURGUIONDO 2700,9,1,PEATON-CARGAS,.,.,CALLE,CARGAS,PEATON,POINT (. .)
SD,12/9/2020,2020,12,12/9/2020,9,2020-0040,CONDUCTOR,MASCULINO,AUTO,2020,,"CASTILLO, RAMON S., PRES. AV.",2,CALLE 12 (NO OFICIAL),12,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12 (NO OFICIAL)",12/9/2020,3,03:30,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",9,1,AUTO-OBJETO FIJO,-58.38526125,-34.57805810,AVENIDA,OBJETO FIJO,AUTO,POINT (107160.34141948 105678.38284277)
34,28/9/2020,2020,28,28/9/2020,9,2020-0041,CONDUCTOR,MASCULINO,MOTO,2020,,CURAPALIGUE,7,"PERON, EVA AV.",28,"CURAPALIGUE Y PERON, EVA AV.",28/9/2020,1,01:45,"CURAPALIGUE Y PERON, EVA AV.",9,1,MOTO-PASAJEROS,-58.44750470,-34.63491705,AVENIDA,PASAJEROS,MOTO,POINT (101448.28844783 99373.44893645)
53,29/9/2020,2020,29,29/9/2020,9,2020-0042,PEATON,FEMENINO,PEATON,2020,,"DIAZ, ANA",8,SOLDADO DE LA FRONTERA AV.,29,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",29/9/2020,17,17:10,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",9,1,PEATON-PASAJEROS,-58.46745752,-34.68192648,AVENIDA,PASAJEROS,PEATON,POINT (99619.02595373 94158.58480023)
64,30/9/2020,2020,30,30/9/2020,9,2020-0043,PEATON,MASCULINO,PEATON,2020,,"ALEM, LEANDRO N. AV.",1,PARAGUAY,30,"ALEM, LEANDRO N. AV. Y PARAGUAY",30/9/2020,17,17:20,"ALEM, LEANDRO N. AV. Y PARAGUAY",9,1,PEATON-PASAJEROS,-58.37202621,-34.59717942,AVENIDA,PASAJEROS,PEATON,POINT (108372.80843298 103556.18483992)
43,5/10/2020,2020,5,5/10/2020,10,2020-0044,CONDUCTOR,MASCULINO,AUTO,2020,,LA PLATA AV.,6,INDEPENDENCIA AV.,5,LA PLATA AV. E INDEPENDENCIA AV.,5/10/2020,0,00:20,LA PLATA AV. E INDEPENDENCIA,10,1,AUTO-AUTO,-58.42779702,-34.62207347,AVENIDA,AUTO,AUTO,POINT (103255.81315650 100797.78656418)
50,19/10/2020,2020,19,19/10/2020,10,2020-0045,CONDUCTOR,MASCULINO,AUTO,2020,,"PAZ, GRAL. AV.",8,27 DE FEBRERO AV.,19,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",19/10/2020,3,03:00,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",10,1,AUTO-CARGAS,-58.46244952,-34.70524971,GRAL PAZ,CARGAS,AUTO,POINT (100077.95205948 91571.23307293)
41,27/10/2020,2020,27,27/10/2020,10,2020-0046,CONDUCTOR,MASCULINO,MOTO,2020,,NAZCA AV.,11,"CARRANZA, ADOLFO P.",27,"NAZCA AV. Y CARRANZA, ADOLFO P.",27/10/2020,21,21:00,"NAZCA AV. Y CARRANZA, ADOLFO P.",10,1,MOTO-MOTO,-58.48440160,-34.60776782,AVENIDA,MOTO,MOTO,POINT (98064.49909649 102385.10228515)
15,27/10/2020,2020,27,27/10/2020,10,2020-0047,PEATON,MASCULINO,PEATON,2020,,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,9,LACARRA AV.,27,AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA Y LACARRA AV.,27/10/2020,14,14:00,AUTOPISTA CAMPORA ALTURA LACARRA AV.,10,1,PEATON-CARGAS,-58.46668375,-34.65174801,AUTOPISTA,CARGAS,PEATON,POINT (99689.80114953 97506.41939342)
41,29/10/2020,2020,29,29/10/2020,10,2020-0048,CONDUCTOR,MASCULINO,MOTO,2020,614.0,DORREGO AV.,15,,29,DORREGO AV. 614,29/10/2020,20,20:20,DORREGO AV. 614,10,1,MOTO-OBJETO FIJO,-58.44958780,-34.59322448,AVENIDA,OBJETO FIJO,MOTO,POINT (101257.88680240 103998.57805569)
36,30/10/2020,2020,30,30/10/2020,10,2020-0049,PEATON,MASCULINO,PEATON,2020,,DEL LIBERTADOR AV.,1,"RAMOS MEJIA, JOSE MARIA, DR. AV.",30,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",30/10/2020,20,20:00,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",10,1,PEATON-AUTO,-58.37533517,-34.59276462,AVENIDA,AUTO,PEATON,POINT (108069.68986814 104046.20018024)
28,1/11/2020,2020,1,1/11/2020,11,2020-0050,PEATON,FEMENINO,PEATON,2020,,SANTA FE AV.,14,GODOY CRUZ,1,SANTA FE AV. Y GODOY CRUZ,1/11/2020,22,22:00,SANTA FE AV. Y GODOY CRUZ,11,1,PEATON-MOTO,-58.42525456,-34.57866344,AVENIDA,MOTO,PEATON,POINT (103490.75904616 105613.31878847)
49,5/11/2020,2020,5,5/11/2020,11,2020-0051,CONDUCTOR,MASCULINO,MOTO,2020,,AVELLANEDA AV.,10,MERCEDES,5,AVELLANEDA AV. Y MERCEDES,5/11/2020,0,00:40,AVELLANEDA AV. Y MERCEDES,11,1,MOTO-AUTO,-58.48493828,-34.62981124,AVENIDA,AUTO,MOTO,POINT (98015.81258802 99939.73589695)
44,7/11/2020,2020,7,7/11/2020,11,2020-0052,CICLISTA,MASCULINO,BICICLETA,2020,,TUCUMAN,3,PUEYRREDON AV.,7,TUCUMAN Y PUEYRREDON AV.,7/11/2020,6,06:50,TUCUMAN Y PUEYRREDON AV.,11,1,BICICLETA-CARGAS,-58.40480504,-34.60183884,AVENIDA,CARGAS,BICICLETA,POINT (105365.60153004 103041.51356366)
27,9/11/2020,2020,9,9/11/2020,11,2020-0053,PASAJERO_ACOMPAÑANTE,MASCULINO,AUTO,2020,,"ALCORTA, AMANCIO AV.",4,"EINSTEIN, ALBERTO",9,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",9/11/2020,3,03:30,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",11,1,AUTO-AUTO,-58.41125934,-34.65417740,AVENIDA,AUTO,AUTO,POINT (104770.59856807 97235.72066953)
59,19/11/2020,2020,19,23/11/2020,11,2020-0054,CICLISTA,MASCULINO,BICICLETA,2020,,INCLAN,4,ALBERTI,19,INCLAN Y ALBERTI,19/11/2020,9,09:00,INCLAN Y ALBERTI,11,1,BICICLETA-AUTO,-58.39956546,-34.62977080,CALLE,AUTO,BICICLETA,POINT (105844.27941538 99942.63399522)
91,19/11/2020,2020,19,11/12/2020,11,2020-0055,PEATON,MASCULINO,PEATON,2020,5437.0,OLAZABAL AV.,12,,19,OLAZABAL AV. 5437,19/11/2020,12,12:30,OLAZABAL AV. 5437,11,1,PEATON-CARGAS,-58.49005682,-34.57868970,AVENIDA,CARGAS,PEATON,POINT (97544.91851020 105610.70316243)
34,21/11/2020,2020,21,21/11/2020,11,2020-0056,CONDUCTOR,FEMENINO,MOTO,2020,,"PAZ, GRAL. AV.",8,"ROCA, CNEL. AV.",21,"PAZ, GRAL. AV. Y ROCA, CNEL. AV.",21/11/2020,13,13:00,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",11,1,MOTO-CARGAS,-58.47064556,-34.69843756,GRAL PAZ,CARGAS,MOTO,POINT (99327.01838497 92326.91130631)
84,23/11/2020,2020,23,23/11/2020,11,2020-0057,PEATON,MASCULINO,PEATON,2020,,NAZCA AV.,11,"VIALE, LUIS",23,"NAZCA AV. Y VIALE, LUIS",23/11/2020,7,07:45,"NAZCA AV. Y VIALE, LUIS",11,1,PEATON-AUTO,-58.47501560,-34.61945902,AVENIDA,AUTO,PEATON,POINT (98925.55646359 101088.30104271)
57,24/11/2020,2020,24,25/11/2020,11,2020-0058,PEATON,MASCULINO,PEATON,2020,,OLIVERA AV.,10,"FALCON, RAMON L.,CNEL.",24,"OLIVERA AV. Y FALCON, RAMON L.,CNEL.",24/11/2020,16,16:00,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",11,1,PEATON-AUTO,-58.48727942,-34.63652467,AVENIDA,AUTO,PEATON,POINT (97801.31825511 99194.93911759)
49,1/12/2020,2020,1,14/12/2020,12,2020-0059,PEATON,FEMENINO,PEATON,2020,1100.0,BRASIL,1,,1,BRASIL 1100,1/12/2020,6,06:35,BRASIL 1100,12,1,PEATON-PASAJEROS,-58.37951690,-34.62794241,CALLE,PASAJEROS,PEATON,POINT (107682.84851121 100144.13011242)
69,3/12/2020,2020,3,3/12/2020,12,2020-0060,PEATON,FEMENINO,PEATON,2020,,HOMERO,9,"PERON, EVA AV.",3,"HOMERO Y PERON, EVA AV.",3/12/2020,20,20:30,"HOMERO Y PERON, EVA AV.",12,1,PEATON-MOTO,-58.47750832,-34.65672199,AVENIDA,MOTO,PEATON,POINT (98697.55944704 96954.54248093)
45,3/12/2020,2020,3,4/12/2020,12,2020-0061,CONDUCTOR,MASCULINO,MOTO,2020,,"CANTILO, INT.",13,"UDAONDO, GUILLERMO AV.",3,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",3/12/2020,14,14:40,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",12,1,MOTO-CARGAS,-58.44927253,-34.54048625,AUTOPISTA,CARGAS,MOTO,POINT (101287.58627255 109848.96522762)
47,4/12/2020,2020,4,4/12/2020,12,2020-0062,CICLISTA,MASCULINO,BICICLETA,2020,1845.0,MORENO,3,,4,MORENO 1845,4/12/2020,17,17:19,MORENO 1845,12,1,BICICLETA-PASAJEROS,-58.39246272,-34.61253541,CALLE,PASAJEROS,BICICLETA,POINT (106496.91403350 101854.18791210)
21,5/12/2020,2020,5,5/12/2020,12,2020-0063,PASAJERO_ACOMPAÑANTE,MASCULINO,MOTO,2020,,NUEVA YORK,11,ALTA GRACIA,5,NUEVA YORK Y ALTA GRACIA,5/12/2020,7,07:10,NUEVA YORK Y ALTA GRACIA,12,2,PEATON_MOTO-MOTO,-58.52783814,-34.61047001,CALLE,MOTO,PEATON_MOTO,POINT (94080.62190808 102083.62453795)
38,5/12/2020,2020,5,5/12/2020,12,2020-0063,PEATON,MASCULINO,PEATON,2020,,NUEVA YORK,11,ALTA GRACIA,5,NUEVA YORK Y ALTA GRACIA,5/12/2020,7,07:10,NUEVA YORK Y ALTA GRACIA,12,2,PEATON_MOTO-MOTO,-58.52783814,-34.61047001,CALLE,MOTO,PEATON_MOTO,POINT (94080.62190808 102083.62453795)
24,5/12/2020,2020,5,6/12/2020,12,2020-0065,CONDUCTOR,MASCULINO,MOTO,2020,,"PAZ, GRAL. AV.",12,"GOYENECHE, ROBERTO PARQUE AV.",5,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",5/12/2020,16,16:00,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",12,1,MOTO-AUTO,-58.49332664,-34.54836855,GRAL PAZ,AUTO,MOTO,POINT (97243.88021302 108974.21974638)
27,7/12/2020,2020,7,7/12/2020,12,2020-0066,CONDUCTOR,MASCULINO,MOTO,2020,,AUTOPISTA PERITO MORENO,10,,7,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),7/12/2020,4,04:30,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,12,1,MOTO-OBJETO FIJO,-58.50178784,-34.63593897,AUTOPISTA,OBJETO FIJO,MOTO,POINT (96471.01552298 99259.49298489)
51,11/12/2020,2020,11,11/12/2020,12,2020-0067,PEATON,MASCULINO,PEATON,2020,,SAENZ AV.,4,BEAZLEY,11,SAENZ AV. Y BEAZLEY,11/12/2020,22,22:00,SAENZ AV. Y BEAZLEY,12,1,PEATON-PASAJEROS,-58.41657793,-34.65476216,AVENIDA,PASAJEROS,PEATON,POINT (104283.01090451 97171.08656182)
71,12/12/2020,2020,12,20/12/2020,12,2020-0068,CONDUCTOR,MASCULINO,MOTO,2020,,DEL LIBERTADOR AV.,2,AUSTRIA,12,DEL LIBERTADOR AV. Y AUSTRIA,12/12/2020,20,20:30,DEL LIBERTADOR AV. Y AUSTRIA,12,1,MOTO-AUTO,-58.39731474,-34.58307887,AVENIDA,AUTO,MOTO,POINT (106054.02111991 105122.19678820)
25,15/12/2020,2020,15,15/12/2020,12,2020-0069,PASAJERO_ACOMPAÑANTE,MASCULINO,MOTO,2020,,INDEPENDENCIA AV.,1,"SAENZ PE?A, LUIS, PRES.",15,"INDEPENDENCIA AV. Y SAENZ PEÃ‘A, LUIS, PRES.",15/12/2020,5,05:20,"INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.",12,1,MOTO-PASAJEROS,-58.38746381,-34.61790839,AVENIDA,PASAJEROS,MOTO,POINT (106954.95135245 101257.81371683)
81,17/12/2020,2020,17,22/12/2020,12,2020-0070,PEATON,FEMENINO,PEATON,2020,,CALLAO AV.,2,"LAS HERAS, GENERAL",17,"CALLAO AV. Y LAS HERAS, GENERAL",17/12/2020,15,15:35,"CALLAO AV. Y LAS HERAS, GENERAL",12,1,PEATON-PASAJEROS,-58.39189441,-34.59176378,AVENIDA,PASAJEROS,PEATON,POINT (106550.65433457 104158.41702434)
4,17/12/2020,2020,17,17/12/2020,12,2020-0071,PEATON,MASCULINO,PEATON,2020,,SAN PEDRITO AV.,7,DIRECTORIO AV.,17,SAN PEDRITO AV. Y DIRECTORIO AV.,17/12/2020,23,23:00,SAN PEDRITO AV. Y DIRECTORIO AV.,12,1,PEATON-AUTO,-58.46749188,-34.63551751,AVENIDA,AUTO,PEATON,POINT (99615.63172945 99306.93173343)
